overall_rank,player_id,player_name,position,team_name,goals,assists,rating,performance_score,impact_score,cluster,cluster_name
544,1486541,Assan Ouédraogo,Central Midfielder,RB Leipzig,6.0,4.0,3.8,4.5,16.48,3,Goal-Oriented Players
546,167008,Pascal Groß,Defensive Midfielder,Brighton & Hove Albion,2.0,7.0,4.986206896551724,4.493103448275862,16.45,2,Creative / Attacking Players
547,955529,Matheus Nunes,Right Back,Manchester City,1.0,7.0,5.5771428571428565,4.488571428571428,16.43,2,Creative / Attacking Players
547,432605,Jonathan Osorio,Defensive Midfielder,Toronto FC,3.0,4.0,5.575,4.4875,16.43,2,Creative / Attacking Players
549,1285773,Elias Saad,Left Winger,Nashville SC,3.0,6.0,4.75625,4.478125,16.4,3,Goal-Oriented Players
550,319300,N'Golo Kanté,Defensive Midfielder,Fenerbahçe,4.0,2.0,5.755,4.4775,16.39,2,Creative / Attacking Players
551,1165710,Gonçalo Inácio,Center Back,Sporting CP,3.0,3.0,5.922222222222223,4.461111111111112,16.33,3,Goal-Oriented Players
552,671327,Sherel Floranus,Left Back,PEC Zwolle,1.0,4.0,6.706666666666665,4.453333333333332,16.31,2,Creative / Attacking Players
553,802462,Christopher Opéri,Left Back,Başakşehir,2.0,8.0,4.5062500000000005,4.453125,16.3,2,Creative / Attacking Players
553,629823,Aziz G'aniev,Central Midfielder,Al Bataeh,2.0,3.0,6.502941176470589,4.451470588235295,16.3,2,Creative / Attacking Players
555,924610,Yukinari Sugawara,Right Back,Southampton,0.0,7.0,6.08936170212766,4.44468085106383,16.27,2,Creative / Attacking Players
555,533403,Yasser Ibrahim,Center Back,Al Ahly SC,4.0,0.0,6.484444444444444,4.442222222222222,16.27,3,Goal-Oriented Players
557,766159,Jordy Caicedo,Striker,Huracan,9.0,0.0,3.483333333333333,4.441666666666666,16.26,1,Low-Performance Players
557,823078,Merih Demiral,Center Back,Al Ahli,4.0,0.0,6.4840909090909085,4.442045454545454,16.26,3,Goal-Oriented Players
557,598355,Denis Zakaria,Center Back,Monaco,2.0,3.0,6.48125,4.440625000000001,16.26,3,Goal-Oriented Players
560,201704,Remo Freuler,Defensive Midfielder,Bologna,1.0,4.0,6.6385964912280695,4.419298245614034,16.18,2,Creative / Attacking Players
561,1241301,João Paulo,Left Back,FCSB,3.0,3.0,5.8260000000000005,4.413,16.16,2,Creative / Attacking Players
562,1460591,Wagner Pina,Right Back,Trabzonspor,0.0,9.0,5.21923076923077,4.409615384615385,16.15,2,Creative / Attacking Players
562,958010,Amar Dedic,Right Back,Benfica,1.0,5.0,6.220338983050848,4.410169491525424,16.15,2,Creative / Attacking Players
564,787242,Evan N'Dicka,Center Back,Roma,5.0,0.0,5.79516129032258,4.397580645161289,16.1,3,Goal-Oriented Players
564,1666494,Christ Inao Oulaï,Defensive Midfielder,Fiorentina,2.0,4.0,5.995652173913043,4.397826086956521,16.1,2,Creative / Attacking Players
566,1024672,Nicolas Seiwald,Central Midfielder,RB Leipzig,1.0,3.0,6.980392156862745,4.390196078431373,16.07,2,Creative / Attacking Players
567,1231029,Rafik Belghali,Right Midfielder,Hellas Verona,4.0,0.0,6.370833333333333,4.385416666666666,16.06,2,Creative / Attacking Players
568,523801,Léo Pereira,Center Back,Flamengo,4.0,1.0,5.961428571428573,4.380714285714286,16.04,3,Goal-Oriented Players
569,275034,Silvan Widmer,Right Midfielder,Mainz 05,4.0,2.0,5.541935483870967,4.370967741935484,16.0,3,Goal-Oriented Players
570,1354085,Joel Ordóñez,Center Back,Club Brugge,4.0,0.0,6.301639344262295,4.350819672131148,15.93,2,Creative / Attacking Players
571,592102,Moussa Niakhaté,Center Back,Lyon,1.0,3.0,6.896774193548388,4.348387096774194,15.92,3,Goal-Oriented Players
572,1095207,Ayman Yahya,Left Back,Al Nassr FC,3.0,3.0,5.690909090909092,4.345454545454546,15.91,2,Creative / Attacking Players
573,909803,Edo Kayembe,Central Midfielder,Watford,4.0,2.0,5.463157894736843,4.331578947368421,15.86,3,Goal-Oriented Players
574,671326,Nuno da Costa,Striker,Başakşehir,6.0,3.0,3.8226415094339616,4.311320754716981,15.79,1,Low-Performance Players
575,560416,Karim Hafez,Left Back,Pyramids FC,3.0,4.0,5.1925,4.29625,15.73,2,Creative / Attacking Players
576,1311408,Hazem Mastouri,Striker,Dynamo Makhachkala,6.0,1.0,4.584782608695653,4.292391304347826,15.72,3,Goal-Oriented Players
577,1032039,Jackson Porozo,Center Back,Tijuana,4.0,0.0,6.159090909090907,4.279545454545453,15.67,3,Goal-Oriented Players
578,795371,Ibrahim Sangaré,Defensive Midfielder,Nottingham Forest,3.0,4.0,5.13623188405797,4.268115942028985,15.63,3,Goal-Oriented Players
579,789596,Yan Valery,Right Back,Young Boys,0.0,5.0,6.524528301886791,4.262264150943396,15.61,2,Creative / Attacking Players
580,1252070,Nathan Ngoy,Center Back,Lille,3.0,2.0,5.920370370370371,4.260185185185185,15.6,2,Creative / Attacking Players
580,1451265,Malick Diouf,Left Back,West Ham United,0.0,7.0,5.718965517241379,4.25948275862069,15.6,2,Creative / Attacking Players
582,188058,Daniel Burn,Center Back,Newcastle United,2.0,5.0,5.285074626865671,4.242537313432836,15.53,3,Goal-Oriented Players
583,848345,Joe Bell,Defensive Midfielder,Viking,1.0,5.0,5.878378378378379,4.239189189189189,15.52,3,Goal-Oriented Players
583,860890,José Canale,Center Back,Lanus,5.0,0.0,5.478571428571429,4.239285714285714,15.52,3,Goal-Oriented Players
585,1415104,Benjamin Tahirovic,Central Midfielder,Brøndby IF,3.0,2.0,5.86875,4.234375,15.5,3,Goal-Oriented Players
586,688449,Andrés Andrade,Center Back,LASK,1.0,4.0,6.244680851063831,4.222340425531916,15.46,3,Goal-Oriented Players
586,1274400,Alan Minda,Striker,Atletico MG,6.0,2.0,4.046031746031747,4.223015873015873,15.46,2,Creative / Attacking Players
586,943428,Mathieu Choinière,Central Midfielder,Los Angeles FC,3.0,3.0,5.444444444444445,4.222222222222222,15.46,2,Creative / Attacking Players
589,846392,Montassar Talbi,Center Back,Lorient,2.0,1.0,6.8282608695652165,4.214130434782608,15.43,3,Goal-Oriented Players
590,1073012,Mohammad Mohebi,Striker,FC Rostov,4.0,3.0,4.823809523809524,4.211904761904762,15.42,3,Goal-Oriented Players
590,643533,Davinson Sánchez,Center Back,Galatasaray,3.0,1.0,6.222388059701492,4.211194029850746,15.42,3,Goal-Oriented Players
592,466672,Jefferson Lerma,Defensive Midfielder,Crystal Palace,2.0,5.0,5.211428571428573,4.205714285714286,15.4,2,Creative / Attacking Players
593,1133495,Juan Cáceres,Right Back,Dinamo Moscow,0.0,9.0,4.798039215686274,4.199019607843137,15.37,2,Creative / Attacking Players
593,676431,Logan Rogerson,Right Midfielder,Auckland FC,3.0,2.0,5.797368421052632,4.198684210526316,15.37,2,Creative / Attacking Players
595,531327,Eric Smith,Center Back,St. Pauli,2.0,3.0,5.967567567567568,4.183783783783785,15.32,3,Goal-Oriented Players
596,914103,Johan Vásquez,Center Back,Genoa,3.0,0.0,6.5618181818181816,4.180909090909091,15.31,3,Goal-Oriented Players
596,1137803,César Yanis,Central Midfielder,Cobresal,0.0,8.0,5.161538461538462,4.180769230769231,15.31,2,Creative / Attacking Players
598,1353364,Anthony Valencia,Attacking Midfielder,Royal Antwerp,5.0,2.0,4.538461538461538,4.1692307692307695,15.27,2,Creative / Attacking Players
599,1195369,Nizar Al Rashdan,Central Midfielder,Qatar SC,4.0,1.0,5.532352941176471,4.166176470588235,15.25,3,Goal-Oriented Players
600,1418549,Marwan Ateya,Defensive Midfielder,Al Ahly SC,1.0,3.0,6.5265306122448985,4.163265306122449,15.24,2,Creative / Attacking Players
601,726345,Nahuel Molina,Right Back,Atletico Madrid,2.0,5.0,5.12,4.16,15.23,2,Creative / Attacking Players
601,1110550,Henrik Falchener,Center Back,Viking,5.0,1.0,4.92,4.16,15.23,3,Goal-Oriented Players
603,1232253,Han-Beom Lee,Center Back,FC Midtjylland,2.0,3.0,5.914705882352941,4.157352941176471,15.22,3,Goal-Oriented Players
603,357880,Andrew Robertson,Left Back,Tottenham Hotspur,3.0,5.0,4.511428571428572,4.155714285714286,15.22,2,Creative / Attacking Players
603,210111,Lucas Digne,Left Back,Aston Villa,0.0,8.0,5.111428571428572,4.155714285714286,15.22,2,Creative / Attacking Players
606,959696,Joseph Scally,Right Wing-Back,Borussia Mönchengladbach,2.0,3.0,5.908333333333334,4.154166666666667,15.21,2,Creative / Attacking Players
607,1027194,Alexander Prass,Left Midfielder,Hoffenheim,4.0,3.0,4.686,4.143000000000001,15.17,2,Creative / Attacking Players
608,424380,Samet Akaydin,Center Back,Trabzonspor,4.0,2.0,5.07608695652174,4.138043478260871,15.15,3,Goal-Oriented Players
609,306168,Tomás Holes,Center Back,Slavia Prague,2.0,3.0,5.865,4.1325,15.13,2,Creative / Attacking Players
610,1527363,Paul Okon-Engstler,Defensive Midfielder,Sydney FC,0.0,3.0,7.051162790697674,4.125581395348837,15.11,3,Goal-Oriented Players
610,957203,Éderson,Defensive Midfielder,Atalanta,3.0,2.0,5.652830188679245,4.126415094339623,15.11,2,Creative / Attacking Players
612,941579,Kevin Yakob,Central Midfielder,AGF,4.0,2.0,5.0375000000000005,4.11875,15.08,3,Goal-Oriented Players
612,697618,Alaa Hajji,Central Midfielder,Neom SC,3.0,2.0,5.636363636363637,4.118181818181818,15.08,2,Creative / Attacking Players
614,1082106,Jayden Nelson,Left Winger,Austin FC,4.0,3.0,4.634090909090909,4.117045454545455,15.07,2,Creative / Attacking Players
615,617044,Florian Grillitsch,Central Midfielder,,3.0,3.0,5.218518518518517,4.109259259259259,15.05,3,Goal-Oriented Players
616,551805,Scott McKenna,Center Back,Dinamo Zagreb,2.0,3.0,5.810526315789473,4.105263157894736,15.03,3,Goal-Oriented Players
617,873832,Willy Semedo,Left Winger,Omonia Nicosia,7.0,1.0,3.5500000000000003,4.075,14.92,1,Low-Performance Players
618,792756,Michel Aebischer,Central Midfielder,Pisa,1.0,3.0,6.334,4.067,14.89,3,Goal-Oriented Players
619,634110,Carlens Arcus,Right Back,Angers,0.0,5.0,6.1275,4.06375,14.88,2,Creative / Attacking Players
620,1183589,Ismail Yüksek,Defensive Midfielder,Fenerbahçe,2.0,3.0,5.719999999999999,4.06,14.87,3,Goal-Oriented Players
620,675088,Rodri,Defensive Midfielder,Manchester City,2.0,0.0,6.922916666666667,4.061458333333333,14.87,3,Goal-Oriented Players
622,959597,Luka Sucic,Attacking Midfielder,Real Sociedad,5.0,3.0,3.919230769230769,4.059615384615384,14.86,1,Low-Performance Players
623,1494508,Niko Sigur,Right Back,Hajduk Split,2.0,3.0,5.7,4.050000000000001,14.83,2,Creative / Attacking Players
624,588626,Abdoulaye Seck,Center Back,Maccabi Haifa,5.0,1.0,4.688235294117647,4.044117647058823,14.81,3,Goal-Oriented Players
625,950396,Jordy Alcívar,Defensive Midfielder,Independiente del Valle,3.0,3.0,5.085245901639345,4.0426229508196725,14.8,2,Creative / Attacking Players
626,849334,Ahmed Abou El Fotouh,Left Back,Zamalek SC,1.0,5.0,5.4750000000000005,4.0375,14.78,2,Creative / Attacking Players
627,751550,Diogo Dalot,Right Back,Manchester United,1.0,4.0,5.870370370370371,4.035185185185186,14.77,3,Goal-Oriented Players
627,951921,Michael Svoboda,Center Back,Brighton & Hove Albion,3.0,2.0,5.465116279069767,4.032558139534884,14.77,3,Goal-Oriented Players
627,1325761,Finn Surman,Center Back,Portland Timbers,2.0,1.0,6.467391304347826,4.033695652173913,14.77,3,Goal-Oriented Players
627,521318,Manuel Akanji,Center Back,Inter,3.0,0.0,6.266666666666667,4.033333333333333,14.77,3,Goal-Oriented Players
631,324910,Abdul Rahman Baba,Left Back,PAOK Thessaloniki,3.0,3.0,5.061666666666667,4.030833333333334,14.76,2,Creative / Attacking Players
632,954092,Santiago Giménez,Striker,Milan,3.0,2.0,5.457575757575757,4.028787878787878,14.75,2,Creative / Attacking Players
633,643448,Kristijan Jakic,Defensive Midfielder,Augsburg,4.0,1.0,5.245652173913044,4.022826086956522,14.73,2,Creative / Attacking Players
633,940573,Eric García,Center Back,Barcelona,2.0,3.0,5.646376811594204,4.023188405797102,14.73,3,Goal-Oriented Players
633,861661,Joaquín Piquerez,Left Back,Palmeiras,1.0,4.0,5.845614035087719,4.022807017543859,14.73,3,Goal-Oriented Players
636,1250485,Tarik Muharemovic,Center Back,Leeds United,2.0,2.0,6.03265306122449,4.016326530612245,14.71,3,Goal-Oriented Players
636,1210947,Jeremy Antonisse,Left Winger,Kifisia FC,1.0,3.0,6.236363636363637,4.0181818181818185,14.71,2,Creative / Attacking Players
638,664644,César Montes,Center Back,Lokomotiv Moscow,4.0,0.0,5.6063829787234045,4.003191489361702,14.66,3,Goal-Oriented Players
639,832171,Alan Franco,Defensive Midfielder,Atletico MG,1.0,2.0,6.601428571428571,4.000714285714285,14.65,2,Creative / Attacking Players
640,837341,Noa Lang,Left Winger,Napoli,3.0,5.0,4.198529411764706,3.9992647058823527,14.64,2,Creative / Attacking Players
640,525445,Duckens Nazon,Striker,Esteghlal,5.0,1.0,4.595833333333333,3.997916666666667,14.64,3,Goal-Oriented Players
642,1049679,David Møller Wolfe,Left Back,Wolverhampton Wanderers,2.0,7.0,3.9933333333333336,3.996666666666667,14.63,3,Goal-Oriented Players
643,1318686,Alessandro Circati,Center Back,Parma,2.0,0.0,6.773913043478259,3.9869565217391294,14.6,3,Goal-Oriented Players
644,940010,Khuliso Mudau,Right Back,Mamelodi Sundowns FC,1.0,2.0,6.56530612244898,3.98265306122449,14.58,2,Creative / Attacking Players
645,833641,Frantzdy Pierrot,Striker,AEK Athens,5.0,2.0,4.157142857142857,3.978571428571428,14.57,3,Goal-Oriented Players
646,170323,Thibaut Courtois,Keeper,Real Madrid,0.0,2.0,7.15,3.975,14.55,3,Goal-Oriented Players
647,910986,Ali Majrashi,Right Back,Al Ahli,1.0,4.0,5.7265625,3.96328125,14.51,2,Creative / Attacking Players
647,1185748,Amadou Onana,Defensive Midfielder,Aston Villa,3.0,0.0,6.126315789473684,3.9631578947368418,14.51,3,Goal-Oriented Players
647,664970,Waldemar Anton,Center Back,Borussia Dortmund,3.0,0.0,6.126229508196721,3.96311475409836,14.51,2,Creative / Attacking Players
650,529625,Andrés Cubas,Defensive Midfielder,Vancouver Whitecaps,0.0,2.0,7.114999999999999,3.9575,14.49,2,Creative / Attacking Players
651,291399,Abdülkerim Bardakci,Center Back,Galatasaray,1.0,2.0,6.492063492063493,3.946031746031746,14.45,3,Goal-Oriented Players
651,872396,Pathé Ciss,Center Back,Rayo Vallecano,2.0,3.0,5.495384615384615,3.947692307692308,14.45,3,Goal-Oriented Players
651,680905,Jamiro Monteiro,Central Midfielder,NEC Nijmegen,2.0,4.0,5.091176470588235,3.945588235294117,14.45,2,Creative / Attacking Players
654,1686118,Lucas Herrington,Center Back,Colorado Rapids,2.0,1.0,6.282051282051282,3.941025641025641,14.43,3,Goal-Oriented Players
655,1199113,Merchas Doski,Left Back,Viktoria Plzen,2.0,2.0,5.8625,3.93125,14.39,2,Creative / Attacking Players
656,1089685,Carney Chukwuemeka,Attacking Midfielder,Borussia Dortmund,4.0,2.0,4.654,3.927,14.38,3,Goal-Oriented Players
656,1135782,Taha Abdi Ali,Right Midfielder,PAOK Thessaloniki,3.0,4.0,4.452777777777778,3.926388888888889,14.38,3,Goal-Oriented Players
658,860913,Jhon Lucumí,Center Back,Bologna,2.0,1.0,6.247619047619048,3.923809523809524,14.37,3,Goal-Oriented Players
659,1642793,Ali Al-Azaizeh,Right Midfielder,Kazma,6.0,1.0,3.835714285714286,3.917857142857143,14.35,2,Creative / Attacking Players
660,751202,Alphonso Davies,Left Back,Bayern München,1.0,5.0,5.2250000000000005,3.9125,14.33,2,Creative / Attacking Players
661,1326507,Cho Wi-Je,Center Back,Jeonbuk Hyundai Motors FC,3.0,0.0,6.0162162162162165,3.908108108108108,14.31,3,Goal-Oriented Players
661,729769,Tyler Adams,Defensive Midfielder,AFC Bournemouth,2.0,2.0,5.817948717948718,3.908974358974359,14.31,2,Creative / Attacking Players
663,564842,Cameron Burgess,Center Back,Swansea City,2.0,0.0,6.612307692307692,3.9061538461538463,14.3,3,Goal-Oriented Players
664,1823348,Odeh Fakhouri,Left Midfielder,Pyramids FC,5.0,2.0,4.007142857142857,3.903571428571429,14.29,1,Low-Performance Players
664,1138003,Moteb Al-Harbi,Right Back,Al Hilal,2.0,2.0,5.805660377358492,3.902830188679246,14.29,2,Creative / Attacking Players
666,620618,Rodrigo Bentancur,Defensive Midfielder,Tottenham Hotspur,1.0,1.0,6.78695652173913,3.893478260869565,14.26,3,Goal-Oriented Players
667,614574,Juninho Bacuna,Defensive Midfielder,Gaziantep FK,2.0,5.0,4.585106382978723,3.8925531914893616,14.25,2,Creative / Attacking Players
667,774448,Ferdi Kadioglu,Left Back,Brighton & Hove Albion,2.0,0.0,6.585185185185185,3.892592592592592,14.25,2,Creative / Attacking Players
669,1242587,Amine Sbaï,Left Winger,Angers,4.0,1.0,4.97027027027027,3.885135135135135,14.23,2,Creative / Attacking Players
670,1137670,Willian Pacho,Center Back,Paris Saint-Germain,2.0,1.0,6.1484375,3.87421875,14.19,3,Goal-Oriented Players
671,1055426,Alistair Johnston,Right Back,Celtic,1.0,2.0,6.344444444444445,3.8722222222222222,14.18,2,Creative / Attacking Players
672,965205,Willer Ditta,Center Back,Cruz Azul,1.0,2.0,6.341935483870967,3.870967741935483,14.17,3,Goal-Oriented Players
672,1210913,Ahmed Al Ganehi,Right Winger,Al-Rayyan,3.0,3.0,4.741666666666667,3.8708333333333336,14.17,2,Creative / Attacking Players
674,1114979,Emmanuel Agbadou,Center Back,Beşiktaş,2.0,5.0,4.53,3.865,14.15,3,Goal-Oriented Players
674,1054138,Tomás Rodríguez,Striker,Barcelona SC,12.0,0.0,0.5306122448979592,3.8653061224489793,14.15,1,Low-Performance Players
676,1598170,Samir El Mourabet,Defensive Midfielder,Strasbourg,2.0,2.0,5.722222222222223,3.861111111111112,14.14,3,Goal-Oriented Players
677,971628,Érik Lira,Center Back,Cruz Azul,1.0,1.0,6.713432835820896,3.856716417910448,14.12,2,Creative / Attacking Players
678,500520,Nabil Bentaleb,Defensive Midfielder,Lille,2.0,3.0,5.30576923076923,3.8528846153846152,14.11,2,Creative / Attacking Players
679,1017520,Carlos Harvey,Center Back,Minnesota United,4.0,0.0,5.294117647058823,3.8470588235294114,14.09,3,Goal-Oriented Players
680,852168,Yazan Al Arab,Center Back,FC Seoul,2.0,1.0,6.089130434782608,3.844565217391304,14.08,3,Goal-Oriented Players
680,496648,Diney Borges,Center Back,Sharjah Cultural Club,3.0,1.0,5.492105263157894,3.846052631578947,14.08,3,Goal-Oriented Players
682,845990,Ozan Kabak,Center Back,Hoffenheim,4.0,0.0,5.272222222222222,3.8361111111111112,14.05,3,Goal-Oriented Players
683,1368654,Chemsdine Talbi,Right Winger,Sunderland,4.0,3.0,4.070689655172414,3.835344827586207,14.04,2,Creative / Attacking Players
683,1033099,Hicham Boudaoui,Central Midfielder,Nice,1.0,3.0,5.870588235294118,3.835294117647059,14.04,3,Goal-Oriented Players
685,744494,Gabriel Gudmundsson,Left Wing-Back,Leeds United,1.0,1.0,6.662000000000001,3.831,14.03,2,Creative / Attacking Players
685,1041660,Eren Elmali,Left Back,Galatasaray,4.0,1.0,4.863793103448276,3.831896551724138,14.03,2,Creative / Attacking Players
685,942834,Ibrahim Bayesh,Right Midfielder,Al-Dhafra,1.0,2.0,6.265625,3.8328125,14.03,3,Goal-Oriented Players
688,970243,Mats Wieffer,Right Back,Brighton & Hove Albion,2.0,3.0,5.23888888888889,3.819444444444445,13.98,3,Goal-Oriented Players
689,662428,Antonee Robinson,Left Back,Fulham,2.0,2.0,5.629268292682926,3.814634146341463,13.97,3,Goal-Oriented Players
689,346000,Douglas Santos,Left Back,Zenit St. Petersburg,2.0,1.0,6.03170731707317,3.8158536585365854,13.97,2,Creative / Attacking Players
691,915111,Shuto Machino,Striker,Borussia Mönchengladbach,5.0,1.0,4.226086956521739,3.8130434782608695,13.96,1,Low-Performance Players
692,1386775,Lucas Bergvall,Central Midfielder,Tottenham Hotspur,1.0,5.0,5.005555555555556,3.8027777777777776,13.92,3,Goal-Oriented Players
693,1053987,Yusuf Abdurisag,Right Winger,Al-Sadd,4.0,2.0,4.386206896551724,3.7931034482758617,13.89,2,Creative / Attacking Players
693,837061,Krépin Diatta,Right Back,Monaco,0.0,4.0,5.986666666666667,3.793333333333334,13.89,2,Creative / Attacking Players
695,688271,Auston Trusty,Center Back,Celtic,3.0,2.0,4.971929824561404,3.785964912280702,13.86,3,Goal-Oriented Players
695,474673,Johan Mojica,Left Back,Mallorca,0.0,4.0,5.971153846153846,3.785576923076923,13.86,2,Creative / Attacking Players
695,950829,Chris Richards,Center Back,Crystal Palace,2.0,0.0,6.368181818181817,3.7840909090909087,13.86,3,Goal-Oriented Players
698,785411,Marcos Senesi,Center Back,Tottenham Hotspur,0.0,5.0,5.567272727272728,3.783636363636364,13.85,3,Goal-Oriented Players
699,624405,Otabek Shukurov,Defensive Midfielder,Baniyas,0.0,4.0,5.935714285714286,3.7678571428571432,13.8,3,Goal-Oriented Players
700,955406,William Saliba,Center Back,Arsenal,1.0,1.0,6.5285714285714285,3.764285714285714,13.78,3,Goal-Oriented Players
701,496356,Ryan Thomas,Defensive Midfielder,PEC Zwolle,1.0,1.0,6.510256410256409,3.7551282051282047,13.75,2,Creative / Attacking Players
702,653982,Stjepan Radeljic,Center Back,Dinamo Zagreb,2.0,4.0,4.6909090909090905,3.745454545454545,13.71,3,Goal-Oriented Players
703,971787,Haissem Hassan,Right Winger,Real Oviedo,0.0,4.0,5.883673469387755,3.7418367346938775,13.7,2,Creative / Attacking Players
704,1719066,Mbekezeli Mbokazi,Center Back,Chicago Fire FC,2.0,1.0,5.876,3.738,13.69,2,Creative / Attacking Players
705,866516,Teun Koopmeiners,Center Back,Juventus,2.0,2.0,5.465624999999999,3.7328125,13.67,3,Goal-Oriented Players
706,1532137,Pau Cubarsí,Center Back,Barcelona,1.0,2.0,6.042857142857144,3.721428571428572,13.63,3,Goal-Oriented Players
706,1247323,David Jurásek,Left Wing-Back,Slavia Prague,1.0,6.0,4.447058823529412,3.723529411764706,13.63,3,Goal-Oriented Players
708,820140,Ibrahima Konaté,Center Back,Real Madrid,2.0,1.0,5.84,3.72,13.62,3,Goal-Oriented Players
709,1257745,Benjamin Old,Left Back,Saint-Etienne,2.0,2.0,5.412499999999999,3.70625,13.57,2,Creative / Attacking Players
710,644014,Sultan Al Brake,Left Back,Al-Duhail SC,1.0,3.0,5.59047619047619,3.695238095238095,13.53,2,Creative / Attacking Players
711,465614,Guillermo Varela,Right Back,Flamengo,1.0,5.0,4.782857142857144,3.691428571428572,13.52,2,Creative / Attacking Players
711,519240,Alex Rufer,Central Midfielder,Wellington Phoenix,2.0,1.0,5.782857142857143,3.691428571428572,13.52,3,Goal-Oriented Players
713,1298186,Redouane Halhal,Center Back,KV Mechelen,1.0,2.0,5.977272727272726,3.6886363636363626,13.51,3,Goal-Oriented Players
714,1335315,Deveron Fonville,Center Back,NEC Nijmegen,0.0,4.0,5.776744186046511,3.688372093023256,13.5,2,Creative / Attacking Players
715,496042,Yerry Mina,Center Back,Cagliari,3.0,1.0,5.163414634146342,3.681707317073171,13.48,3,Goal-Oriented Players
716,1185902,Jens Castrop,Left Wing-Back,Borussia Mönchengladbach,3.0,1.0,5.1571428571428575,3.678571428571429,13.47,2,Creative / Attacking Players
716,1073980,David Affengruber,Center Back,Elche,1.0,2.0,5.958695652173914,3.679347826086957,13.47,3,Goal-Oriented Players
718,674520,Mahmoud Al Mardi,Left Winger,Al-Hussein SC,1.0,3.0,5.549999999999999,3.675,13.46,2,Creative / Attacking Players
718,423812,Phillipp Mwene,Left Midfielder,Mainz 05,1.0,2.0,5.950000000000001,3.675,13.46,2,Creative / Attacking Players
720,1027472,Wilfried Singo,Center Back,Galatasaray,3.0,3.0,4.342553191489362,3.671276595744681,13.44,3,Goal-Oriented Players
721,866108,Samuel Moutoussamy,Defensive Midfielder,Atromitos,3.0,0.0,5.528301886792452,3.664150943396226,13.42,2,Creative / Attacking Players
722,895954,Álvaro Fidalgo,Attacking Midfielder,Real Betis,3.0,0.0,5.518867924528302,3.659433962264151,13.4,2,Creative / Attacking Players
722,1469826,Olwethu Makhanya,Center Back,Philadelphia Union,2.0,0.0,6.11891891891892,3.65945945945946,13.4,3,Goal-Oriented Players
724,1308909,Cristian Volpato,Right Winger,Sassuolo,2.0,4.0,4.507692307692308,3.653846153846154,13.38,3,Goal-Oriented Players
724,210683,Aïssa Mandi,Center Back,Levante,2.0,0.0,6.109375,3.6546875,13.38,3,Goal-Oriented Players
726,249063,Jaroslav Zeleny,Center Back,Sparta Prague,1.0,5.0,4.703703703703703,3.651851851851852,13.37,3,Goal-Oriented Players
727,500932,Joris Kayembe Ditu,Left Back,Genk,1.0,2.0,5.886206896551725,3.643103448275862,13.34,2,Creative / Attacking Players
728,1254394,Obed Vargas,Defensive Midfielder,Atletico Madrid,4.0,1.0,4.4828125,3.64140625,13.33,2,Creative / Attacking Players
729,1127585,Sondre Klingen Langås,Center Back,Derby County,3.0,1.0,5.0736842105263165,3.6368421052631583,13.32,3,Goal-Oriented Players
730,1107735,Sphephelo Sithole,Defensive Midfielder,Tondela,3.0,0.0,5.462790697674419,3.631395348837209,13.3,3,Goal-Oriented Players
730,848607,Hassan Al Tambakti,Center Back,Al Hilal,2.0,0.0,6.064285714285714,3.632142857142857,13.3,3,Goal-Oriented Players
732,1600334,Ime Okon,Center Back,Hannover 96,2.0,0.0,6.052777777777778,3.626388888888889,13.28,3,Goal-Oriented Players
733,727586,Jorge Sánchez,Right Back,Atlas,2.0,3.0,4.814999999999999,3.6075,13.21,2,Creative / Attacking Players
734,848034,Santiago Bueno,Center Back,Wolverhampton Wanderers,4.0,1.0,4.394545454545455,3.597272727272728,13.17,3,Goal-Oriented Players
735,751998,Omar Alderete,Center Back,Sunderland,1.0,1.0,6.188,3.594,13.16,3,Goal-Oriented Players
735,1337765,Junnosuke Suzuki,Right Back,FC København,2.0,1.0,5.588679245283018,3.594339622641509,13.16,2,Creative / Attacking Players
735,847983,Lisandro Martínez,Center Back,Manchester United,1.0,1.0,6.19,3.595,13.16,2,Creative / Attacking Players
738,823457,Abdullah Alkhaibari,Central Midfielder,Al Nassr FC,1.0,1.0,6.180597014925373,3.5902985074626863,13.15,2,Creative / Attacking Players
738,785377,Aiden O'Neill,Defensive Midfielder,New York City FC,0.0,1.0,6.7844444444444445,3.5922222222222224,13.15,2,Creative / Attacking Players
740,935728,Ao Tanaka,Defensive Midfielder,Leeds United,4.0,0.0,4.775925925925925,3.587962962962963,13.14,2,Creative / Attacking Players
741,1085401,David Zima,Center Back,Slavia Prague,1.0,3.0,5.37,3.585,13.13,3,Goal-Oriented Players
742,1243246,Livano Comenencia,Central Midfielder,FC Zürich,2.0,0.0,5.968421052631579,3.5842105263157897,13.12,3,Goal-Oriented Players
743,822716,Hannes Delcroix,Center Back,Lugano,1.0,1.0,6.153571428571429,3.5767857142857147,13.1,3,Goal-Oriented Players
744,1343750,Renato Veiga,Center Back,Villarreal,2.0,0.0,5.934426229508197,3.5672131147540984,13.06,3,Goal-Oriented Players
745,724531,Sarpreet Singh,Attacking Midfielder,TSC Backa Topola,2.0,2.0,5.11875,3.559375,13.03,2,Creative / Attacking Players
746,411617,Aymeric Laporte,Center Back,Athletic Club,0.0,2.0,6.314285714285715,3.5571428571428574,13.02,3,Goal-Oriented Players
