player_id,player_name,is_captain,gender,birth_date,team_id,team_name,on_loan,position,position_key,height,height_unit,weight,weight_unit,nationality,rating,goals,assists,market_value,contract_end,injury,injury_expected_return,goal_assist_total,goal_assist_ratio,performance_score
751066,Tahith Chong,False,male,1999-12-04 00:00:00+00:00,8657,Sheffield United,False,Right Midfielder,rightmidfielder,185,cm,75,kg,Curacao,4.467567567567568,3.0,2.0,,2029-06-30 00:00:00+00:00,,,5.0,1.5,3.5337837837837838
794244,Armando Obispo,False,male,1999-03-05 00:00:00+00:00,8640,PSV Eindhoven,False,Center Back,centerback,184,cm,79,kg,Curacao,4.025454545454545,2.0,1.0,,2027-06-30 00:00:00+00:00,,,3.0,2.0,2.812727272727273
873856,Trevor Doornbusch,False,male,1999-07-06 00:00:00+00:00,9839,VVV-Venlo,False,keeper,,188,cm,80,kg,Curacao,0.12244897959183673,0.0,0.0,,2027-06-30 00:00:00+00:00,,,0.0,,0.061224489795918366
875845,Kevin Felida,False,male,1999-11-11 00:00:00+00:00,9835,FC Den Bosch,False,Central Midfielder,centermidfielder,174,cm,73,kg,Curacao,5.917647058823529,4.0,3.0,,2027-06-30 00:00:00+00:00,,,7.0,1.3333333333333333,4.758823529411764
924844,Roshon van Eijma,False,male,1998-06-09 00:00:00+00:00,10219,RKC Waalwijk,False,Center Back,centerback,186,cm,79,kg,Curacao,5.083333333333333,1.0,0.0,,,,,1.0,,2.8416666666666663
938524,Godfried Roemeratoe,False,male,1999-08-19 00:00:00+00:00,10219,RKC Waalwijk,False,Central Midfielder,centermidfielder,180,cm,77,kg,Curacao,5.2057692307692305,0.0,2.0,,,,,2.0,0.0,3.002884615384615
1020026,Sebastián Cáceres,False,male,1999-08-18 00:00:00+00:00,6576,CF America,False,Center Back,centerback,180,cm,77,kg,Uruguay,5.810000000000001,1.0,0.0,,2027-06-30 00:00:00+00:00,,,1.0,,3.2050000000000005
1031656,Maxi Araújo,False,male,2000-02-15 00:00:00+00:00,9768,Sporting CP,False,Left Back,leftback,180,cm,78,kg,Uruguay,7.099999999999999,9.0,7.0,,2029-06-30 00:00:00+00:00,,,16.0,1.2857142857142858,7.6499999999999995
1032811,Federico Viñas,False,male,1998-06-30 00:00:00+00:00,1841,Leon,False,Striker,striker,180,cm,81,kg,Uruguay,6.511111111111111,10.0,4.0,,2027-12-31 00:00:00+00:00,,,14.0,2.5,7.055555555555555
1035614,Manuel Ugarte,False,male,2001-04-11 00:00:00+00:00,10260,Manchester United,False,Defensive Midfielder,centerdefensivemidfielder,182,cm,74,kg,Uruguay,3.2942307692307695,0.0,0.0,,2029-06-30 00:00:00+00:00,Cruciate ligament injury,March 2027,0.0,,1.6471153846153848
